Regulatory gene;Ortholog of the regulatory gene;Target gene;Ortholog of the target gene;Mode of regulation;Reference (PubMed)
rpoS (AL347_24665);rpoS;PA1333 (AL347_06435);PA1333;+;Homology from 25780925
rpoS (AL347_24665);rpoS;PA1289 (AL347_06665);PA1289;+;Homology from 25780925
rpoS (AL347_24665);rpoS;oprH (AL347_07245);oprH;+;Homology from 25780925
rpoS (AL347_24665);rpoS;PA1177 (AL347_07250);PA1177 (napE);+;Homology from 25780925
rpoS (AL347_24665);rpoS;PA1176 (AL347_07255);PA1176 (napF);+;Homology from 25780925
rpoS (AL347_24665);rpoS;PA1175 (AL347_07260);PA1175 (napD);+;Homology from 25780925
rpoS (AL347_24665);rpoS;PA1173 (AL347_07270);PA1173 (napB);+;Homology from 25780925
rpoS (AL347_24665);rpoS;PA1172 (AL347_07275);PA1172 (napC);+;Homology from 25780925
rpoS (AL347_24665);rpoS;PA1163 (AL347_07320);PA1163 (ndvB);+;Homology from 25780925
rpoS (AL347_24665);rpoS;PA1121 (AL347_07555);PA1121 (yfiR);+;Homology from 25780925
rpoS (AL347_24665);rpoS;tpbB (AL347_07560);tpbB;+;Homology from 25780925
rpoS (AL347_24665);rpoS;PA1119 (AL347_07565);PA1119 (yfiB);+;Homology from 25780925
rpoS (AL347_24665);rpoS;PA1118 (AL347_07570);PA1118;+;Homology from 25780925
rpoS (AL347_24665);rpoS;PA1076 (AL347_07795);PA1076;+;Homology from 25780925
rpoS (AL347_24665);rpoS;PA1065 (AL347_07855);PA1065;+;Homology from 25780925
rpoS (AL347_24665);rpoS;PA1041 (AL347_07980);PA1041;+;Homology from 25780925
rpoS (AL347_24665);rpoS;PA1040 (AL347_07985);PA1040;+;Homology from 25780925
rpoS (AL347_24665);rpoS;PA1039 (AL347_07990);PA1039;+;Homology from 25780925
rpoS (AL347_24665);rpoS;PA1038 (AL347_07995);PA1038;+;Homology from 25780925
rpoS (AL347_24665);rpoS;PA1014 (AL347_08130);PA1014 (wapB);+;Homology from 25780925
rpoS (AL347_24665);rpoS;PA0988 (AL347_08265);PA0988;+;Homology from 25780925
rpoS (AL347_24665);rpoS;PA0959 (AL347_08410);PA0959;+;Homology from 25780925
rpoS (AL347_24665);rpoS;PA0918 (AL347_08635);PA0918;+;Homology from 25780925
rpoS (AL347_24665);rpoS;rsmA (AL347_08970);rsmA;+;Homology from 25780925
rpoS (AL347_24665);rpoS;phhA (AL347_09145);phhA;+;Homology from 25780925
rpoS (AL347_24665);rpoS;PA0862 (AL347_09200);PA0862;+;Homology from 25780925
rpoS (AL347_24665);rpoS;PA0861 (AL347_09205);PA0861 (rbdA);+;Homology from 25780925
rpoS (AL347_24665);rpoS;PA0837 (AL347_09325);PA0837 (slyD);+;Homology from 25780925
rpoS (AL347_24665);rpoS;PA0833 (AL347_09350);PA0833;+;Homology from 25780925
rpoS (AL347_24665);rpoS;PA0818 (AL347_09420);PA0818;+;Homology from 25780925
rpoS (AL347_24665);rpoS;PA0788 (AL347_09575);PA0788;+;Homology from 25780925
rpoS (AL347_24665);rpoS;PA0773 (AL347_09650);PA0773 (pdxJ);+;Homology from 25780925
rpoS (AL347_24665);rpoS;PA0772 (AL347_09655);PA0772 (recO);+;Homology from 25780925
rpoS (AL347_24665);rpoS;PA0771 (AL347_09660);PA0771 (era);+;Homology from 25780925
rpoS (AL347_24665);rpoS;PA0770 (AL347_09665);PA0770 (rnc);+;Homology from 25780925
rpoS (AL347_24665);rpoS;PA0769 (AL347_09670);PA0769;+;Homology from 25780925
rpoS (AL347_24665);rpoS;PA0704 (AL347_10025);PA0704;+;Homology from 25780925
rpoS (AL347_24665);rpoS;PA0703 (AL347_10030);PA0703;+;Homology from 25780925
rpoS (AL347_24665);rpoS;PA0588 (AL347_20820);PA0588;+;Homology from 25780925
rpoS (AL347_24665);rpoS;PA0587 (AL347_20815);PA0587;+;Homology from 25780925
rpoS (AL347_24665);rpoS;PA0586 (AL347_20810);PA0586;+;Homology from 25780925
rpoS (AL347_24665);rpoS;PA0575 (AL347_20755);PA0575 (rmcA);+;Homology from 25780925
rpoS (AL347_24665);rpoS;PA0563 (AL347_20655);PA0563;+;Homology from 25780925
rpoS (AL347_24665);rpoS;fadE (AL347_20360);fadE;+;Homology from 25780925
rpoS (AL347_24665);rpoS;PA0484 (AL347_20255);PA0484;+;Homology from 25780925
rpoS (AL347_24665);rpoS;PA0483 (AL347_20250);PA0483;+;Homology from 25780925
rpoS (AL347_24665);rpoS;PA0459 (AL347_20125);PA0459;+;Homology from 25780925
rpoS (AL347_24665);rpoS;PA0452 (AL347_20085);PA0452;+;Homology from 25780925
rpoS (AL347_24665);rpoS;PA0451 (AL347_20080);PA0451;+;Homology from 25780925
rpoS (AL347_24665);rpoS;dht (AL347_20030);dht;+;Homology from 25780925
rpoS (AL347_24665);rpoS;PA0440 (AL347_20025);PA0440;+;Homology from 25780925
rpoS (AL347_24665);rpoS;PA0439 (AL347_20020);PA0439;+;Homology from 25780925
rpoS (AL347_24665);rpoS;PA0423 (AL347_19935);PA0423 (pasP, yceI);+;Homology from 25780925
rpoS (AL347_24665);rpoS;PA0422 (AL347_19930);PA0422;+;Homology from 25780925
rpoS (AL347_24665);rpoS;PA0397 (AL347_19800);PA0397;+;Homology from 25780925
rpoS (AL347_24665);rpoS;PA0315 (AL347_19370);PA0315;+;Homology from 25780925
rpoS (AL347_24665);rpoS;PA0312 (AL347_19355);PA0312;+;Homology from 25780925
rpoS (AL347_24665);rpoS;PA0179 (AL347_18680);PA0179;+;Homology from 25780925
rpoS (AL347_24665);rpoS;PA0178 (AL347_18675);PA0178;+;Homology from 25780925
rpoS (AL347_24665);rpoS;PA0177 (AL347_18670);PA0177;+;Homology from 25780925
rpoS (AL347_24665);rpoS;PA0175 (AL347_18660);PA0175 (cheR2);+;Homology from 25780925
rpoS (AL347_24665);rpoS;PA0174 (AL347_18655);PA0174;+;Homology from 25780925
rpoS (AL347_24665);rpoS;PA0173 (AL347_18650);PA0173;+;Homology from 25780925
rpoS (AL347_24665);rpoS;PA0109 (AL347_18320);PA0109;+;Homology from 25780925
rpoS (AL347_24665);rpoS;PA0097 (AL347_18255);PA0097;+;Homology from 25780925
rpoS (AL347_24665);rpoS;PA0096 (AL347_18250);PA0096;+;Homology from 25780925
rpoS (AL347_24665);rpoS;PA0052 (AL347_18035);PA0052;+;Homology from 25780925
rpoS (AL347_24665);rpoS;PA0050 (AL347_18020);PA0050;+;Homology from 25780925
rpoS (AL347_24665);rpoS;PA0028 (AL347_17890);PA0028;+;Homology from 25780925
rpoS (AL347_24665);rpoS;PA0027 (AL347_17885);PA0027;+;Homology from 25780925
rpoS (AL347_24665);rpoS;plcB (AL347_17880);plcB;+;Homology from 25780925
rpoS (AL347_24665);rpoS;PA0016 (AL347_17830);PA0016 (trkA);+;Homology from 25780925
rpoS (AL347_24665);rpoS;PA0004 (AL347_17745);PA0004 (gyrB);+;Homology from 25780925
rpoS (AL347_24665);rpoS;PA0003 (AL347_17740);PA0003 (recF);+;Homology from 25780925
rpoS (AL347_24665);rpoS;PA0002 (AL347_17735);PA0002 (dnaN);+;Homology from 25780925
rpoS (AL347_24665);rpoS;dnaA (AL347_17730);dnaA;+;Homology from 25780925
rpoS (AL347_24665);rpoS;hcnA (AL347_01585);hcnA;?;27242034*, 18974177*, 22587778
rpoS (AL347_24665);rpoS;phzC1 (AL347_21615);phzC1;?;27242034*, 18974177*, 22587778
rpoS (AL347_24665);rpoS;phzF1 (AL347_21600);phzF1;?;27242034*, 18974177*, 22587778
rpoS (AL347_24665);rpoS;lasB (AL347_24155);lasB;?;27242034*, 18974177*, 22587778
rpoS (AL347_24665);rpoS;lecA (AL347_31780);lecA;?;27242034*
rpoS (AL347_24665);rpoS;aer2 (AL347_18665);aer2;?;27242034*
rpoS (AL347_24665);rpoS;phzF2 (AL347_03100);phzF2;?;27242034*
rpoS (AL347_24665);rpoS;phzD1 (AL347_21610);phzD1;?;27242034*
rpoS (AL347_24665);rpoS;phzB1 (AL347_21620);phzB1;?;27242034*
rpoS (AL347_24665);rpoS;phzG1 (AL347_21595);phzG1;?;27242034*
rpoS (AL347_24665);rpoS;hcnC (AL347_01575);hcnC;?;27242034*
rpoS (AL347_24665);rpoS;hcnB (AL347_01580);hcnB;?;27242034*
rpoS (AL347_24665);rpoS;cttP (AL347_18685);cttP;?;27242034*
rpoS (AL347_24665);rpoS;phzA1 (AL347_21625);phzA1;?;27242034*
rpoS (AL347_24665);rpoS;phzG2 (AL347_03095);phzG2;?;27242034*
rpoS (AL347_24665);rpoS;lasA (AL347_03265);lasA;?;27242034*
rpoS (AL347_24665);rpoS;phzE1 (AL347_21605);phzE1;?;27242034*
rsaL (AL347_05610);rsaL;triC (AL347_18575);triC;?;31270321
rsaL (AL347_05610);rsaL;cerN (AL347_09285);cerN;?;31270321
rsaL (AL347_05610);rsaL;PA1333 (AL347_06435);PA1333;?;31270321
rsaL (AL347_05610);rsaL;qsrO (AL347_33910);qsrO;?;31270321
rsaL (AL347_05610);rsaL;PA2228 (AL347_33900);PA2228;?;31270321
rsaL (AL347_05610);rsaL;pqsH (AL347_30495);pqsH;?;31270321
rsaL (AL347_05610);rsaL;acpP (AL347_28040);acpP;?;31270321
rsaL (AL347_05610);rsaL;gyrA (AL347_26980);gyrA;?;31270321
rsaL (AL347_05610);rsaL;PA3342 (AL347_26040);PA3342;?;31270321
rsaL (AL347_05610);rsaL;PA3638 (AL347_24585);PA3638;?;31270321
rsaL (AL347_05610);rsaL;PA3669 (AL347_24430);PA3669;?;31270321
rsaL (AL347_05610);rsaL;PA3722 (AL347_24165);PA3722;?;31270321
rsaL (AL347_05610);rsaL;PA3774 (AL347_23890);PA3774;?;31270321
rsaL (AL347_05610);rsaL;glyA3 (AL347_12505);glyA3;?;31270321
rsaL (AL347_05610);rsaL;PA4767 (AL347_13430);PA4767;?;31270321
rsaL (AL347_05610);rsaL;retS (AL347_13890);retS;?;31270321
rsaL (AL347_05610);rsaL;sphR (AL347_16375);sphR;?;31270321
rsaL (AL347_05610);rsaL;PA5517 (AL347_17405);PA5517;?;31270321
rsaL (AL347_05610);rsaL;lasI (AL347_05605);lasI;-;27242034*, 18974177*, 22587778
rsaL (AL347_05610);rsaL;phzA1 (AL347_21625);phzA1;-;27242034*, 18974177*, 22587778
rsaL (AL347_05610);rsaL;lasB (AL347_24155);lasB;?;27242034*, 18974177*, 22587778
rsaL (AL347_05610);rsaL;rsaL (AL347_05610);rsaL;-;27242034*, 18974177*, 22587778
rsaL (AL347_05610);rsaL;phzM (AL347_21635);phzM;-;27242034*, 18974177*, 22587778
rsaL (AL347_05610);rsaL;hcnA (AL347_01585);hcnA;-;27242034*, 18974177*, 22587778
rsaL (AL347_05610);rsaL;phzF1 (AL347_21600);phzF1;?;27242034*
rsaL (AL347_05610);rsaL;phzF2 (AL347_03100);phzF2;?;27242034*
rsaL (AL347_05610);rsaL;phzB1 (AL347_21620);phzB1;?;27242034*
rsaL (AL347_05610);rsaL;phzC1 (AL347_21615);phzC1;?;27242034*
rsaL (AL347_05610);rsaL;phzE1 (AL347_21605);phzE1;?;27242034*
rsaL (AL347_05610);rsaL;phzD1 (AL347_21610);phzD1;?;27242034*
rsaL (AL347_05610);rsaL;phzG1 (AL347_21595);phzG1;?;27242034*
rsaL (AL347_05610);rsaL;phzG2 (AL347_03095);phzG2;?;27242034*
rsaL (AL347_05610);rsaL;hcnC (AL347_01575);hcnC;?;27242034*
rsaL (AL347_05610);rsaL;hcnB (AL347_01580);hcnB;?;27242034*
rsmA (AL347_08970);rsmA;fiuI (AL347_20195);fiuI;?;29729420
rsmA (AL347_08970);rsmA;PA1300 (AL347_06610);PA1300 (hxuI);?;29729420
rsmA (AL347_08970);rsmA;femI (AL347_03050);femI;?;29729420
rsmA (AL347_08970);rsmA;foxI (AL347_32680);foxI;?;29729420
rsmA (AL347_08970);rsmA;fecI (AL347_23230);fecI;?;29729420
rsmA (AL347_08970);rsmA;pvdS (AL347_32895);pvdS;?;29729420, 29729420
sbrI (AL347_28405);sbrI;PA0167 (AL347_18620);PA0167;?;29729420
sbrI (AL347_28405);sbrI;PA0839 (AL347_09315);PA0839;?;29729420
sbrI (AL347_28405);sbrI;muiA (AL347_05290);muiA;?;29729420
sbrI (AL347_28405);sbrI;bexR (AL347_32855);bexR;?;29729420
sbrI (AL347_28405);sbrI;sbrI (AL347_28405);sbrI;+;29729420
sbrR (AL347_28410);sbrR;sbrI (AL347_28405);sbrI;-;
sdsB1 (AL347_09825);sdsB1;sdsB1 (AL347_09825);sdsB1;+;31540990
sdsB1 (AL347_09825);sdsB1;sdsA1 (AL347_09820);sdsA1;+;31540990
sigX (AL347_03799);sigX;aguR (AL347_19255);aguR;?;29729420
sigX (AL347_03799);sigX;dnr (AL347_20470);dnr;?;29729420
sigX (AL347_03799);sigX;vreR (AL347_10170);vreR;?;29729420
sigX (AL347_03799);sigX;ddaR (AL347_07150);ddaR;?;29729420
sigX (AL347_03799);sigX;fliA (AL347_05490);fliA;?;29729420
sigX (AL347_03799);sigX;anr (AL347_05030);anr;?;29729420
sigX (AL347_03799);sigX;kdpD (AL347_04540);kdpD;?;29729420
sigX (AL347_03799);sigX;PA2384 (AL347_33095);PA2384;?;29729420
sigX (AL347_03799);sigX;gacA (AL347_30505);gacA;?;29729420
sigX (AL347_03799);sigX;psrA (AL347_27830);psrA;?;29729420
sigX (AL347_03799);sigX;PA3225 (AL347_00395);PA3225;?;29729420
sigX (AL347_03799);sigX;amrZ (AL347_25805);amrZ;?;29729420
sigX (AL347_03799);sigX;PA3458 (AL347_25425);PA3458;?;29729420
sigX (AL347_03799);sigX;rhlR (AL347_25325);rhlR;?;29729420
sigX (AL347_03799);sigX;narL (AL347_23345);narL;?;29729420
sigX (AL347_03799);sigX;fecI (AL347_23230);fecI;?;29729420
sigX (AL347_03799);sigX;PA4132 (AL347_22035);PA4132 (mpaR);?;29729420
sigX (AL347_03799);sigX;pprB (AL347_10315);pprB;?;29729420
sigX (AL347_03799);sigX;roxS (AL347_11335);roxS;?;29729420
sigX (AL347_03799);sigX;cbrB (AL347_13205);cbrB;?;29729420
sigX (AL347_03799);sigX;PA4781 (AL347_13505);PA4781;?;29729420
sigX (AL347_03799);sigX;yegQ (AL347_17005);yegQ;?;29729420
sigX (AL347_03799);sigX;PA5506 (AL347_17350);PA5506;?;29729420
sigX (AL347_03799);sigX;lasR (AL347_05615);lasR;?;29729420, 29729420
sigX (AL347_03799);sigX;PA5559 (AL347_17615);PA5559 (atpE, papH, uncE);+;Homology from 25780925
sigX (AL347_03799);sigX;PA5558 (AL347_17610);PA5558 (atpF, papF, uncF);+;Homology from 25780925
sigX (AL347_03799);sigX;PA5557 (AL347_17605);PA5557 (atpH, papE, uncH);+;Homology from 25780925
sigX (AL347_03799);sigX;PA5556 (AL347_17600);PA5556 (atpA, papA, uncA);+;Homology from 25780925
sigX (AL347_03799);sigX;PA5555 (AL347_17595);PA5555 (atpG, papC, uncG);+;Homology from 25780925
sigX (AL347_03799);sigX;PA5554 (AL347_17590);PA5554 (atpD, papB, uncD);+;Homology from 25780925
sigX (AL347_03799);sigX;PA5553 (AL347_17585);PA5553 (atpC, papG, uncC);+;Homology from 25780925
sigX (AL347_03799);sigX;PA5546 (AL347_17550);PA5546;+;Homology from 25780925
sigX (AL347_03799);sigX;PA5519 (AL347_17415);PA5519;+;Homology from 25780925
sigX (AL347_03799);sigX;PA5518 (AL347_17410);PA5518;+;Homology from 25780925
sigX (AL347_03799);sigX;PA5517 (AL347_17405);PA5517;+;Homology from 25780925
sigX (AL347_03799);sigX;PA5510 (AL347_17370);PA5510;+;Homology from 25780925
sigX (AL347_03799);sigX;PA5508 (AL347_17360);PA5508 (pauA7);+;Homology from 25780925
sigX (AL347_03799);sigX;PA5507 (AL347_17355);PA5507;+;Homology from 25780925
sigX (AL347_03799);sigX;PA5504 (AL347_17340);PA5504;+;Homology from 25780925
sigX (AL347_03799);sigX;nrdJb (AL347_17300);nrdJb;+;Homology from 25780925
sigX (AL347_03799);sigX;PA5464 (AL347_17130);PA5464;+;Homology from 25780925
sigX (AL347_03799);sigX;PA5463 (AL347_17125);PA5463;+;Homology from 25780925
sigX (AL347_03799);sigX;PA5462 (AL347_17120);PA5462;+;Homology from 25780925
sigX (AL347_03799);sigX;PA5461 (AL347_17115);PA5461;+;Homology from 25780925
sigX (AL347_03799);sigX;dgcA (AL347_16780);dgcA;+;Homology from 25780925
sigX (AL347_03799);sigX;PA5303 (AL347_16270);PA5303;+;Homology from 25780925
sigX (AL347_03799);sigX;PA5239 (AL347_15935);PA5239 (rho);+;Homology from 25780925
sigX (AL347_03799);sigX;PA5220 (AL347_15835);PA5220;+;Homology from 25780925
sigX (AL347_03799);sigX;PA5217 (AL347_15820);PA5217;+;Homology from 25780925
sigX (AL347_03799);sigX;PA5174 (AL347_15595);PA5174 (fabY);+;Homology from 25780925
sigX (AL347_03799);sigX;arcC (AL347_15590);arcC;+;Homology from 25780925
sigX (AL347_03799);sigX;arcB (AL347_15585);arcB;+;Homology from 25780925
sigX (AL347_03799);sigX;arcA (AL347_15580);arcA;+;Homology from 25780925
sigX (AL347_03799);sigX;PA5132 (AL347_15315);PA5132;+;Homology from 25780925
sigX (AL347_03799);sigX;pilN (AL347_14860);pilN;+;Homology from 25780925
sigX (AL347_03799);sigX;pilP (AL347_14850);pilP;+;Homology from 25780925
sigX (AL347_03799);sigX;aceE (AL347_14705);aceE;+;Homology from 25780925
sigX (AL347_03799);sigX;pncB1 (AL347_14205);pncB1;+;Homology from 25780925
sigX (AL347_03799);sigX;PA4899 (AL347_14105);PA4899;+;Homology from 25780925
sigX (AL347_03799);sigX;PA4881 (AL347_14015);PA4881;+;Homology from 25780925
sigX (AL347_03799);sigX;PA4849 (AL347_13855);PA4849;+;Homology from 25780925
sigX (AL347_03799);sigX;PA4848 (AL347_13850);PA4848 (accC);+;Homology from 25780925
sigX (AL347_03799);sigX;PA4847 (AL347_13845);PA4847 (accB, fabE);+;Homology from 25780925
sigX (AL347_03799);sigX;PA4846 (AL347_13840);PA4846 (aroQ1, aroD1);+;Homology from 25780925
sigX (AL347_03799);sigX;PA4783 (AL347_13515);PA4783;+;Homology from 25780925
sigX (AL347_03799);sigX;PA4782 (AL347_13510);PA4782;+;Homology from 25780925
sigX (AL347_03799);sigX;PA4743 (AL347_13295);PA4743 (rbfA);+;Homology from 25780925
sigX (AL347_03799);sigX;PA4742 (AL347_13290);PA4742 (truB);+;Homology from 25780925
sigX (AL347_03799);sigX;phuS (AL347_13115);phuS;+;Homology from 25780925
sigX (AL347_03799);sigX;phuT (AL347_13110);phuT;+;Homology from 25780925
sigX (AL347_03799);sigX;phuU (AL347_13105);phuU;+;Homology from 25780925
sigX (AL347_03799);sigX;PA4706 (AL347_13100);PA4706 (phuV);+;Homology from 25780925
sigX (AL347_03799);sigX;PA4705 (AL347_13095);PA4705 (phuW);+;Homology from 25780925
sigX (AL347_03799);sigX;PA4657 (AL347_12805);PA4657;+;Homology from 25780925
sigX (AL347_03799);sigX;PA4624 (AL347_12630);PA4624 (cdrB);+;Homology from 25780925
sigX (AL347_03799);sigX;PA4620 (AL347_12605);PA4620;+;Homology from 25780925
sigX (AL347_03799);sigX;PA4456 (AL347_11145);PA4456;+;Homology from 25780925
sigX (AL347_03799);sigX;PA4455 (AL347_11140);PA4455;+;Homology from 25780925
sigX (AL347_03799);sigX;PA4454 (AL347_11135);PA4454;+;Homology from 25780925
sigX (AL347_03799);sigX;PA4453 (AL347_11130);PA4453;+;Homology from 25780925
sigX (AL347_03799);sigX;PA4452 (AL347_11125);PA4452;+;Homology from 25780925
sigX (AL347_03799);sigX;PA4441 (AL347_11070);PA4441;+;Homology from 25780925
sigX (AL347_03799);sigX;PA4432 (AL347_11025);PA4432 (rpsI);+;Homology from 25780925
sigX (AL347_03799);sigX;PA4419 (AL347_10955);PA4419 (ftsL);+;Homology from 25780925
sigX (AL347_03799);sigX;pctC (AL347_10370);pctC;+;Homology from 25780925
sigX (AL347_03799);sigX;PA4276 (AL347_21290);PA4276 (secE, prlG);+;Homology from 25780925
sigX (AL347_03799);sigX;rpsL (AL347_21330);rpsL;+;Homology from 25780925
sigX (AL347_03799);sigX;rpsJ (AL347_21350);rpsJ;+;Homology from 25780925
sigX (AL347_03799);sigX;rplC (AL347_21355);rplC;+;Homology from 25780925
sigX (AL347_03799);sigX;PA4262 (AL347_21360);PA4262 (rplD);+;Homology from 25780925
sigX (AL347_03799);sigX;PA4261 (AL347_21365);PA4261 (rplW);+;Homology from 25780925
sigX (AL347_03799);sigX;PA4260 (AL347_21370);PA4260 (rplB);+;Homology from 25780925
sigX (AL347_03799);sigX;PA4259 (AL347_21375);PA4259 (rpsS);+;Homology from 25780925
sigX (AL347_03799);sigX;PA4258 (AL347_21380);PA4258 (rplV);+;Homology from 25780925
sigX (AL347_03799);sigX;PA4257 (AL347_21385);PA4257 (rpsC);+;Homology from 25780925
sigX (AL347_03799);sigX;PA4256 (AL347_21390);PA4256 (rplP);+;Homology from 25780925
sigX (AL347_03799);sigX;PA4255 (AL347_21395);PA4255 (rpmC);+;Homology from 25780925
sigX (AL347_03799);sigX;PA4254 (AL347_21400);PA4254 (rpsQ);+;Homology from 25780925
sigX (AL347_03799);sigX;PA4253 (AL347_21405);PA4253 (rplN);+;Homology from 25780925
sigX (AL347_03799);sigX;PA4252 (AL347_21410);PA4252 (rplX);+;Homology from 25780925
sigX (AL347_03799);sigX;PA4251 (AL347_21415);PA4251 (rplE);+;Homology from 25780925
sigX (AL347_03799);sigX;PA4243 (AL347_21455);PA4243 (secY, prlA);+;Homology from 25780925
sigX (AL347_03799);sigX;PA4238 (AL347_21480);PA4238 (rpoA);+;Homology from 25780925
sigX (AL347_03799);sigX;phzB1 (AL347_21620);phzB1;+;Homology from 25780925
sigX (AL347_03799);sigX;mexI (AL347_21645);mexI;+;Homology from 25780925
sigX (AL347_03799);sigX;mexH (AL347_21650);mexH;+;Homology from 25780925
sigX (AL347_03799);sigX;PA4131 (AL347_22040);PA4131;+;Homology from 25780925
sigX (AL347_03799);sigX;cupB2 (AL347_22280);cupB2;+;Homology from 25780925
sigX (AL347_03799);sigX;PA4067 (AL347_22375);PA4067 (oprG, yciD, ompW);+;Homology from 25780925
sigX (AL347_03799);sigX;lipA (AL347_22730);lipA;+;Homology from 25780925
sigX (AL347_03799);sigX;PA3972 (AL347_22845);PA3972;+;Homology from 25780925
sigX (AL347_03799);sigX;PA3912 (AL347_23165);PA3912;+;Homology from 25780925
sigX (AL347_03799);sigX;nark1 (AL347_23355);nark1;+;Homology from 25780925
sigX (AL347_03799);sigX;nark2 (AL347_23360);nark2;+;Homology from 25780925
sigX (AL347_03799);sigX;narG (AL347_23365);narG;+;Homology from 25780925
sigX (AL347_03799);sigX;narH (AL347_23370);narH;+;Homology from 25780925
sigX (AL347_03799);sigX;narJ (AL347_23375);narJ;+;Homology from 25780925
sigX (AL347_03799);sigX;narI (AL347_23380);narI;+;Homology from 25780925
sigX (AL347_03799);sigX;PA3871 (AL347_23385);PA3871;+;Homology from 25780925
sigX (AL347_03799);sigX;PA3870 (AL347_23390);PA3870 (moaA1);+;Homology from 25780925
sigX (AL347_03799);sigX;PA3822 (AL347_23645);PA3822;+;Homology from 25780925
sigX (AL347_03799);sigX;PA3819 (AL347_23660);PA3819;+;Homology from 25780925
sigX (AL347_03799);sigX;fdx2 (AL347_23710);fdx2;+;Homology from 25780925
sigX (AL347_03799);sigX;iscX (AL347_23715);iscX;+;Homology from 25780925
sigX (AL347_03799);sigX;PA3799 (AL347_23760);PA3799;+;Homology from 25780925
sigX (AL347_03799);sigX;PA3762 (AL347_23960);PA3762;+;Homology from 25780925
sigX (AL347_03799);sigX;PA3700 (AL347_24275);PA3700 (lysS);+;Homology from 25780925
sigX (AL347_03799);sigX;PA3645 (AL347_24550);PA3645 (fabZ, sefA);+;Homology from 25780925
sigX (AL347_03799);sigX;PA3644 (AL347_24555);PA3644 (lpxA);+;Homology from 25780925
sigX (AL347_03799);sigX;PA3643 (AL347_24560);PA3643 (lpxB, pgsB);+;Homology from 25780925
sigX (AL347_03799);sigX;PA3642 (AL347_24565);PA3642 (rnhB);+;Homology from 25780925
sigX (AL347_03799);sigX;accA (AL347_24580);accA;+;Homology from 25780925
sigX (AL347_03799);sigX;PA3638 (AL347_24585);PA3638;+;Homology from 25780925
sigX (AL347_03799);sigX;PA3609 (AL347_24735);PA3609 (potC);+;Homology from 25780925
sigX (AL347_03799);sigX;PA3595 (AL347_24805);PA3595;+;Homology from 25780925
sigX (AL347_03799);sigX;algF (AL347_25055);algF;+;Homology from 25780925
sigX (AL347_03799);sigX;algJ (AL347_25060);algJ;+;Homology from 25780925
sigX (AL347_03799);sigX;PA3517 (AL347_25225);PA3517;+;Homology from 25780925
sigX (AL347_03799);sigX;rhlA (AL347_25315);rhlA;+;Homology from 25780925
sigX (AL347_03799);sigX;rhlB (AL347_25320);rhlB;+;Homology from 25780925
sigX (AL347_03799);sigX;PA3461 (AL347_25410);PA3461;+;Homology from 25780925
sigX (AL347_03799);sigX;PA3460 (AL347_25415);PA3460;+;Homology from 25780925
sigX (AL347_03799);sigX;PA3459 (AL347_25420);PA3459;+;Homology from 25780925
sigX (AL347_03799);sigX;PA3336 (AL347_26075);PA3336;+;Homology from 25780925
sigX (AL347_03799);sigX;PA3334 (AL347_26085);PA3334 (acp3);+;Homology from 25780925
sigX (AL347_03799);sigX;fabH2 (AL347_26090);fabH2;+;Homology from 25780925
sigX (AL347_03799);sigX;PA3332 (AL347_26095);PA3332;+;Homology from 25780925
